chr_rna_RCH	start_rna_RCH	end_rna_RCH	gene_name__RCH	score	str_RCH	gene_type_RCH	gene_name_not_uniq_RCH	from_RCH	id_RCH	chr_rna	start_rna	end_rna	gene_name	lala	str	gene_id	overlap	merge_len	overlap/merge_len	len_RCH	len
chr19	42132555	42137099	AC010247.1	100	+	lncRNA	AC010247.1	gencode	108775	chr19	42132554	42137099	AC010247.1	100	+	ENSG00000254887.1	4544	4545	0.9997799779977998	4545	4546
chr19	42242775	42244973	AC006486.2	100	+	TEC	AC006486.2	gencode	108798	chr19	42242774	42244973	AC006486.2	100	+	ENSG00000279539.1	2198	2199	0.9995452478399273	2199	2200
chr19	42397128	42652355	LIPE-AS1	100	+	lncRNA	LIPE-AS1	gencode	108843	chr19	42397127	42652355	LIPE-AS1	100	+	ENSG00000213904.9	255227	255228	0.999996081934584	255228	255229
chr19	42977463	43171515	AC004784.1	100	+	lncRNA	AC004784.1	gencode	108890	chr19	42977462	43171515	AC004784.1	100	+	ENSG00000282943.1	194052	194053	0.9999948467686663	194053	194054
chr19	43574638	43575618	L34079.3	100	+	lncRNA	L34079.3	gencode	108962	chr19	43574637	43575618	L34079.3	100	+	ENSG00000269583.1	980	981	0.9989806320081549	981	982
chr19	43891804	43901805	AC006213.2	100	-	lncRNA	AC006213.2	gencode	109013	chr19	43891803	43901805	AC006213.2	100	-	ENSG00000267058.1	10001	10002	0.9999000199960008	10002	10003
chr19	43976815	43977448	AC006213.4	100	+	lncRNA	AC006213.4	gencode	109022	chr19	43976814	43977448	AC006213.4	100	+	ENSG00000277806.1	633	634	0.998422712933754	634	635
chr19	43996896	44003298	AC006213.1	100	-	lncRNA	AC006213.1	gencode	109024	chr19	43996895	44003298	AC006213.1	100	-	ENSG00000266921.2	6402	6403	0.9998438232078714	6403	6404
chr19	44103007	44113183	AC021092.1	100	-	lncRNA	AC021092.1	gencode	109040	chr19	44103006	44113183	AC021092.1	100	-	ENSG00000186019.11	10176	10177	0.999901739215879	10177	10178
chr19	44246478	44248374	AC138470.1	100	-	TEC	AC138470.1	gencode	109054	chr19	44246477	44248374	AC138470.1	100	-	ENSG00000279103.1	1896	1897	0.9994728518713759	1897	1898
chr19	44631573	44725217	AC243964.3	100	-	lncRNA	AC243964.3	gencode	109104	chr19	44631572	44725217	AC243964.2	100	-	ENSG00000266903.2	93644	93645	0.9999893213732713	93645	93646
chr19	44664131	44666158	AC243964.4	100	+	TEC	AC243964.4	gencode	109110	chr19	44664130	44666158	AC243964.3	100	+	ENSG00000279095.1	2027	2028	0.9995069033530573	2028	2029
chr19	44909375	44914968	AC011481.3	100	+	TEC	AC011481.3	gencode	109161	chr19	44909374	44914968	AC011481.3	100	+	ENSG00000280087.1	5593	5594	0.9998212370396854	5594	5595
chr19	45076510	45092635	GEMIN7-AS1	100	-	lncRNA	GEMIN7-AS1	gencode	109197	chr19	45076509	45092635	GEMIN7-AS1	100	-	ENSG00000267348.3	16125	16126	0.9999379883418082	16126	16127
chr19	45641494	45642840	EML2-AS1	100	+	lncRNA	EML2-AS1	gencode	109303	chr19	45641493	45642840	EML2-AS1	100	+	ENSG00000267757.4	1346	1347	0.9992576095025983	1347	1348
chr19	45714387	45717381	AC007191.1	100	-	TEC	AC007191.1	gencode	109330	chr19	45714386	45717381	AC007191.1	100	-	ENSG00000279407.1	2994	2995	0.9996661101836394	2995	2996
chr19	45764785	45769806	AC074212.1	100	+	lncRNA	AC074212.1	gencode	109341	chr19	45764784	45769806	AC074212.1	100	+	ENSG00000259605.3	5021	5022	0.9998008761449622	5022	5023
chr19	46201552	46214838	AC006262.1	100	+	lncRNA	AC006262.1	gencode	109413	chr19	46201551	46214838	AC006262.1	100	+	ENSG00000268460.2	13286	13287	0.9999247384661699	13287	13288
chr19	46494508	46496502	AC011484.1	100	+	lncRNA	AC011484.1	gencode	109461	chr19	46494507	46496502	AC011484.1	100	+	ENSG00000204850.4	1994	1995	0.9994987468671679	1995	1996
chr19	46636810	46639161	AC093503.2	100	-	TEC	AC093503.2	gencode	109484	chr19	46636809	46639161	AC093503.4	100	-	ENSG00000279161.1	2351	2352	0.9995748299319728	2352	2353
chr19	46787815	46789043	AC008622.2	100	+	lncRNA	AC008622.2	gencode	109522	chr19	46787814	46789043	AC008622.2	100	+	ENSG00000275719.1	1228	1229	0.9991863303498779	1229	1230
chr19	46946535	46949156	AC008895.1	100	+	TEC	AC008895.1	gencode	109556	chr19	46946534	46949156	AC008895.1	100	+	ENSG00000279948.1	2621	2622	0.9996186117467581	2622	2623
chr19	47484282	47501597	NAPA-AS1	100	+	lncRNA	NAPA-AS1	gencode	109659	chr19	47484281	47501597	NAPA-AS1	100	+	ENSG00000268061.5	17315	17316	0.9999422499422499	17316	17317
chr19	47607873	47608454	AC010331.1	100	-	lncRNA	AC010331.1	gencode	109682	chr19	47607872	47608454	AC010331.1	100	-	ENSG00000277383.1	581	582	0.9982817869415808	582	583
chr19	48198107	48199720	AC011466.4	100	-	TEC	AC011466.4	gencode	109768	chr19	48198106	48199720	AC011466.4	100	-	ENSG00000280353.1	1613	1614	0.9993804213135068	1614	1615
chr19	48255675	48258199	CARD8-AS1	100	+	lncRNA	CARD8-AS1	gencode	109774	chr19	48255674	48258199	CARD8-AS1	100	+	ENSG00000268001.1	2524	2525	0.9996039603960396	2525	2526
chr19	49331525	49340303	AC011450.1	100	-	lncRNA	AC011450.1	gencode	110026	chr19	49331524	49340303	AC011450.1	100	-	ENSG00000197813.6	8778	8779	0.9998860918100011	8779	8780
chr19	49368558	49388091	AC010643.1	100	-	lncRNA	AC010643.1	gencode	110034	chr19	49368557	49388091	AC010643.1	100	-	ENSG00000268686.2	19533	19534	0.9999488072079451	19534	19535
chr19	49808933	49809738	AC006942.1	100	+	lncRNA	AC006942.1	gencode	110185	chr19	49808932	49809738	AC006942.1	100	+	ENSG00000269194.1	805	806	0.9987593052109182	806	807
chr19	49838639	49851676	PTOV1-AS1	100	-	lncRNA	PTOV1-AS1	gencode	110195	chr19	49838638	49851676	PTOV1-AS1	100	-	ENSG00000268006.1	13037	13038	0.9999233011198037	13038	13039
chr19	49856970	49859289	PTOV1-AS2	100	-	lncRNA	PTOV1-AS2	gencode	110205	chr19	49856969	49859289	PTOV1-AS2	100	-	ENSG00000269352.1	2319	2320	0.9995689655172414	2320	2321
chr19	50486810	50487638	AC020909.2	100	-	lncRNA	AC020909.2	gencode	110317	chr19	50486809	50487638	AC020909.3	100	-	ENSG00000268518.1	828	829	0.9987937273823885	829	830
chr19	51394488	51403650	AC008750.6	100	+	lncRNA	AC008750.6	gencode	110467	chr19	51394487	51403650	AC008750.7	100	+	ENSG00000268889.1	9162	9163	0.9998908654370839	9163	9164
chr19	51415724	51417425	SIGLEC10-AS1	100	+	lncRNA	SIGLEC10-AS1	gencode	110473	chr19	51415723	51417425	AC008750.2	100	+	ENSG00000255441.1	1701	1702	0.999412455934195	1702	1703
chr19	51685363	51693456	SPACA6P-AS	100	-	lncRNA	SPACA6P-AS	gencode	110513	chr19	51685362	51693456	SPACA6P-AS	100	-	ENSG00000269959.1	8093	8094	0.9998764516926119	8094	8095
chr19	51949134	51981367	ZNF350-AS1	100	+	lncRNA	ZNF350-AS1	gencode	110545	chr19	51949133	51981367	ZNF350-AS1	100	+	ENSG00000269235.2	32233	32234	0.9999689768567351	32234	32235
chr19	52049007	52049754	AC011468.5	100	+	lncRNA	AC011468.5	gencode	110552	chr19	52049006	52049754	AC011468.5	100	+	ENSG00000275055.1	747	748	0.9986631016042781	748	749
chr19	52130548	52171533	AC011468.2	100	-	lncRNA	AC011468.2	gencode	110560	chr19	52130547	52171533	AC011468.2	100	-	ENSG00000267827.5	40985	40986	0.9999756014248767	40986	40987
chr19	52388842	52397783	ZNF528-AS1	100	-	lncRNA	ZNF528-AS1	gencode	110593	chr19	52388841	52397783	ZNF528-AS1	100	-	ENSG00000269834.6	8941	8942	0.9998881681950347	8942	8943
chr19	52650437	52653284	AC022150.4	100	-	lncRNA	AC022150.4	gencode	110623	chr19	52650436	52653284	AC022150.4	100	-	ENSG00000269825.1	2847	2848	0.9996488764044944	2848	2849
chr19	54119511	54125343	AC245052.4	100	-	lncRNA	AC245052.4	gencode	110906	chr19	54119510	54125343	AC245052.4	100	-	ENSG00000237017.1	5832	5833	0.9998285616320932	5833	5834
chr19	54430654	54434698	AC245884.1	100	-	lncRNA	AC245884.1	gencode	110978	chr19	54430653	54434698	AC245884.1	100	-	ENSG00000227407.1	4044	4045	0.999752781211372	4045	4046
chr19	54438665	54439544	AC245884.8	100	-	lncRNA	AC245884.8	gencode	110983	chr19	54438664	54439544	AC245884.8	100	-	ENSG00000267838.2	879	880	0.9988636363636364	880	881
chr19	54444807	54449045	LENG8-AS1	100	-	lncRNA	LENG8-AS1	gencode	110985	chr19	54444806	54449045	LENG8-AS1	100	-	ENSG00000226696.6	4238	4239	0.9997640953054966	4239	4240
chr19	54890673	54891420	AC245128.3	100	+	lncRNA	AC245128.3	gencode	111043	chr19	54890672	54891420	AC245128.3	100	+	ENSG00000268734.1	747	748	0.9986631016042781	748	749
chr19	55006193	55048086	AC011476.3	100	+	lncRNA	AC011476.3	gencode	111055	chr19	55006192	55048086	AC011476.3	100	+	ENSG00000267265.5	41893	41894	0.9999761302334463	41894	41895
chr19	55158939	55177540	AC010327.4	100	+	lncRNA	AC010327.4	gencode	111090	chr19	55158938	55177540	AC010327.4	100	+	ENSG00000267577.1	18601	18602	0.9999462423395333	18602	18603
chr19	55216660	55221616	AC010327.5	100	+	lncRNA	AC010327.5	gencode	111106	chr19	55216659	55221616	AC010327.5	100	+	ENSG00000267649.1	4956	4957	0.9997982650796853	4957	4958
chr19	55227219	55230279	AC010327.6	100	-	lncRNA	AC010327.6	gencode	111110	chr19	55227218	55230279	AC010327.6	100	-	ENSG00000276570.1	3060	3061	0.999673309376021	3061	3062
chr19	55670632	55672069	AC008735.1	100	+	lncRNA	AC008735.1	gencode	111234	chr19	55670631	55672069	AC008735.1	100	+	ENSG00000267096.1	1437	1438	0.9993045897079277	1438	1439
chr19	56149817	56150490	AC024580.1	100	+	TEC	AC024580.1	gencode	111282	chr19	56149816	56150490	AC024580.1	100	+	ENSG00000279794.1	673	674	0.9985163204747775	674	675
chr19	56311928	56312486	AC006116.6	100	-	lncRNA	AC006116.6	gencode	111299	chr19	56311927	56312486	AC006116.5	100	-	ENSG00000267298.1	558	559	0.998211091234347	559	560
chr19	56314703	56365316	AC006116.8	100	+	lncRNA	AC006116.8	gencode	111300	chr19	56314702	56365316	AC006116.8	100	+	ENSG00000267549.6	50613	50614	0.9999802426206188	50614	50615
chr19	56347081	56348183	AC006116.7	100	-	lncRNA	AC006116.7	gencode	111308	chr19	56347080	56348183	AC006116.6	100	-	ENSG00000267429.1	1102	1103	0.99909338168631	1103	1104
chr19	56477250	56504362	ZNF667-AS1	100	+	lncRNA	ZNF667-AS1	gencode	111321	chr19	56477249	56504362	ZNF667-AS1	100	+	ENSG00000166770.11	27112	27113	0.9999631173237931	27113	27114
chr19	56545566	56567411	AC005498.3	100	-	lncRNA	AC005498.3	gencode	111329	chr19	56545565	56567411	AC005498.3	100	-	ENSG00000269696.2	21845	21846	0.9999542250297537	21846	21847
chr19	56595313	56799602	ZIM2-AS1	100	+	lncRNA	ZIM2-AS1	gencode	111334	chr19	56595312	56799602	ZIM2-AS1	100	+	ENSG00000269793.7	204289	204290	0.9999951049977972	204290	204291
chr19	56840866	56848556	MIMT1	100	+	lncRNA	MIMT1	gencode	111346	chr19	56840865	56848556	MIMT1	100	+	ENSG00000268654.2	7690	7691	0.9998699778962423	7691	7692
chr19	57261354	57262738	AC005261.3	100	+	lncRNA	AC005261.3	gencode	111375	chr19	57261353	57262738	AC005261.4	100	+	ENSG00000268713.1	1384	1385	0.9992779783393502	1385	1386
chr19	57267211	57280334	ZNF460-AS1	100	-	lncRNA	ZNF460-AS1	gencode	111377	chr19	57267210	57280334	ZNF460-AS1	100	-	ENSG00000267871.6	13123	13124	0.9999238037183785	13124	13125
chr19	57304305	57308562	AC005261.1	100	+	lncRNA	AC005261.1	gencode	111382	chr19	57304304	57308562	AC005261.2	100	+	ENSG00000268205.1	4257	4258	0.9997651479567872	4258	4259
chr19	57867038	57868172	AC010326.3	100	-	lncRNA	AC010326.3	gencode	111469	chr19	57867037	57868172	AC010326.3	100	-	ENSG00000269867.1	1134	1135	0.9991189427312775	1135	1136
chr19	58002061	58011232	AC008969.1	100	+	lncRNA	AC008969.1	gencode	111491	chr19	58002060	58011232	AC008969.1	100	+	ENSG00000176593.8	9171	9172	0.9998909725250763	9172	9173
chr19	58257270	58278808	AC020915.2	100	-	lncRNA	AC020915.2	gencode	111530	chr19	58257269	58278808	AC020915.3	100	-	ENSG00000268516.2	21538	21539	0.9999535725892567	21539	21540
chr19	58266635	58267685	AC020915.1	100	+	lncRNA	AC020915.1	gencode	111531	chr19	58266634	58267685	AC020915.2	100	+	ENSG00000268201.1	1050	1051	0.9990485252140818	1051	1052
chr19	58278966	58315197	ZNF8-ERVK3-1	100	+	lncRNA	ZNF8-ERVK3-1	gencode	111533	chr19	58278965	58315197	AC020915.1	100	+	ENSG00000267216.1	36231	36232	0.9999724000883197	36232	36233
chr19	58309727	58327248	AC010642.2	100	-	lncRNA	AC010642.2	gencode	111537	chr19	58309726	58327248	AC010642.2	100	-	ENSG00000283103.3	17521	17522	0.9999429288893962	17522	17523
chr19	58346854	58362751	AC012313.3	100	-	lncRNA	AC012313.3	gencode	111545	chr19	58346853	58362751	AC012313.3	100	-	ENSG00000268230.5	15897	15898	0.9999370990061643	15898	15899
chr19	58347718	58355455	A1BG-AS1	100	+	lncRNA	A1BG-AS1	gencode	111547	chr19	58347717	58355455	A1BG-AS1	100	+	ENSG00000268895.6	7737	7738	0.9998707676402171	7738	7739
chr19	58350795	58351720	AC012313.10	100	+	TEC	AC012313.10	gencode	111548	chr19	58350794	58351720	AC012313.10	100	+	ENSG00000279611.1	925	926	0.9989200863930886	926	927
chr19	58357999	58359603	AC012313.2	100	+	lncRNA	AC012313.2	gencode	111551	chr19	58357998	58359603	AC012313.2	100	+	ENSG00000268049.1	1604	1605	0.9993769470404984	1605	1606
chr19	58362583	58367593	AC012313.6	100	+	lncRNA	AC012313.6	gencode	111552	chr19	58362582	58367593	AC012313.6	100	+	ENSG00000269054.2	5010	5011	0.999800439034125	5011	5012
chr19	58404238	58408484	AC012313.1	100	-	lncRNA	AC012313.1	gencode	111578	chr19	58404237	58408484	AC012313.1	100	-	ENSG00000232098.3	4246	4247	0.9997645396750647	4247	4248
chr19	58418560	58419310	AC012313.4	100	+	TEC	AC012313.4	gencode	111580	chr19	58418559	58419310	AC012313.4	100	+	ENSG00000268543.1	750	751	0.9986684420772304	751	752
chr19	58428632	58431148	AC012313.5	100	-	lncRNA	AC012313.5	gencode	111589	chr19	58428631	58431148	AC012313.5	100	-	ENSG00000268912.1	2516	2517	0.9996027016289233	2517	2518
chr19	58440448	58445849	AC012313.8	100	+	lncRNA	AC012313.8	gencode	111596	chr19	58440447	58445849	AC012313.8	100	+	ENSG00000269473.1	5401	5402	0.9998148833765272	5402	5403
chr19	58475355	58475763	AC012313.7	100	-	lncRNA	AC012313.7	gencode	111610	chr19	58475354	58475763	AC012313.7	100	-	ENSG00000269106.1	408	409	0.9975550122249389	409	410
chr2	677186	697382	TMEM18-DT	100	+	lncRNA	TMEM18-DT	gencode	111702	chr2	677185	697382	AC092159.2	100	+	ENSG00000233296.2	20196	20197	0.9999504876961925	20197	20198
chr2	949627	950274	SNTG2-AS1	100	-	lncRNA	SNTG2-AS1	gencode	111727	chr2	949626	950274	SNTG2-AS1	100	-	ENSG00000235688.2	647	648	0.9984567901234568	648	649
chr2	1620510	1625419	AC144450.1	100	-	lncRNA	AC144450.1	gencode	111759	chr2	1620509	1625419	AC144450.1	100	-	ENSG00000203635.2	4909	4910	0.99979633401222	4910	4911
chr2	2895048	3126026	LINC01250	100	-	lncRNA	LINC01250	gencode	111843	chr2	2895047	3126026	LINC01250	100	-	ENSG00000234423.2	230978	230979	0.9999956706020894	230979	230980
chr2	3298341	3301465	EIPR1-IT1	100	-	lncRNA	EIPR1-IT1	gencode	111882	chr2	3298340	3301465	EIPR1-IT1	100	-	ENSG00000224885.1	3124	3125	0.99968	3125	3126
chr2	3519275	3523197	AC231981.1	100	+	lncRNA	AC231981.1	gencode	111906	chr2	3519274	3523197	AC231981.1	100	+	ENSG00000235078.1	3922	3923	0.99974509304104	3923	3924
chr2	3531813	3536873	AC108488.1	100	-	lncRNA	AC108488.1	gencode	111910	chr2	3531812	3536873	AC108488.1	100	-	ENSG00000242282.6	5060	5061	0.9998024105907923	5061	5062
chr2	3558474	3564842	RNASEH1-AS1	100	+	lncRNA	RNASEH1-AS1	gencode	111913	chr2	3558473	3564842	RNASEH1-AS1	100	+	ENSG00000234171.3	6368	6369	0.9998429894802952	6369	6370
chr2	5726253	5730355	AC010729.1	100	+	lncRNA	AC010729.1	gencode	112007	chr2	5726252	5730355	AC010729.1	100	+	ENSG00000236106.2	4102	4103	0.999756275895686	4103	4104
chr2	5932543	6003510	SILC1	100	+	lncRNA	SILC1	gencode	112014	chr2	5932542	6003510	SILC1	100	+	ENSG00000232044.7	70967	70968	0.9999859091421486	70968	70969
chr2	6911754	6918734	RNF144A-AS1	100	-	lncRNA	RNF144A-AS1	gencode	112057	chr2	6911753	6918734	RNF144A-AS1	100	-	ENSG00000228203.7	6980	6981	0.9998567540466982	6981	6982
chr2	7260871	7261504	AC010904.2	100	+	lncRNA	AC010904.2	gencode	112087	chr2	7260870	7261504	AC010904.2	100	+	ENSG00000272002.1	633	634	0.998422712933754	634	635
chr2	7383227	7450544	AC013460.1	100	+	lncRNA	AC013460.1	gencode	112092	chr2	7383226	7450544	AC013460.1	100	+	ENSG00000229727.7	67317	67318	0.9999851451320598	67318	67319
chr2	7988683	8488090	LINC00299	100	-	lncRNA	LINC00299	gencode	112118	chr2	7988682	8488090	LINC00299	100	-	ENSG00000236790.6	499407	499408	0.999997997629193	499408	499409
chr2	8461703	8592903	LINC01814	100	-	lncRNA	LINC01814	gencode	112141	chr2	8461702	8592903	LINC01814	100	-	ENSG00000236008.3	131200	131201	0.9999923781068741	131201	131202
chr2	8666636	8681864	ID2-AS1	100	-	lncRNA	ID2-AS1	gencode	112157	chr2	8666635	8681864	ID2-AS1	100	-	ENSG00000235092.6	15228	15229	0.9999343358066846	15229	15230
chr2	9106593	9109865	AC093904.4	100	+	lncRNA	AC093904.4	gencode	112194	chr2	9106592	9109865	AC093904.4	100	+	ENSG00000261104.1	3272	3273	0.9996944699052857	3273	3274
chr2	9555899	9556775	AC073195.1	100	+	lncRNA	AC073195.1	gencode	112252	chr2	9555898	9556775	AC073195.1	100	+	ENSG00000271855.1	876	877	0.9988597491448119	877	878
chr2	9936360	9939590	AC010969.2	100	+	lncRNA	AC010969.2	gencode	112304	chr2	9936359	9939590	AC010969.2	100	+	ENSG00000269973.1	3230	3231	0.9996904982977406	3231	3232
chr2	10039092	10040663	AC104794.3	100	-	lncRNA	AC104794.3	gencode	112331	chr2	10039091	10040663	AC104794.2	100	-	ENSG00000260077.1	1571	1572	0.9993638676844784	1572	1573
chr2	10448689	10457693	ODC1-DT	100	+	lncRNA	ODC1-DT	gencode	112427	chr2	10448688	10457693	ODC1-DT	100	+	ENSG00000257135.7	9004	9005	0.9998889505830094	9005	9006
chr2	10690344	10692099	RN7SL832P	100	+	lncRNA	RN7SL832P	gencode	112462	chr2	10690343	10692099	RN7SL832P	100	+	ENSG00000243819.4	1755	1756	0.9994305239179955	1756	1757
chr2	12780593	13007029	AC064875.1	100	-	lncRNA	AC064875.1	gencode	112677	chr2	12780592	13007029	AC064875.1	100	-	ENSG00000225649.6	226436	226437	0.9999955837606045	226437	226438
chr2	15918350	15942249	MYCNOS	100	-	lncRNA	MYCNOS	gencode	112816	chr2	15918349	15942249	MYCNOS	100	-	ENSG00000233718.8	23899	23900	0.9999581589958159	23900	23901
chr2	16541690	16545695	AC104623.2	100	-	TEC	AC104623.2	gencode	112849	chr2	16541689	16545695	AC104623.2	100	-	ENSG00000279663.2	4005	4006	0.9997503744383425	4006	4007
chr2	18547386	18548204	AC079148.1	100	-	lncRNA	AC079148.1	gencode	112960	chr2	18547385	18548204	AC079148.1	100	-	ENSG00000260331.1	818	819	0.9987789987789988	819	820
chr2	19868860	19885047	LINC00954	100	+	lncRNA	LINC00954	gencode	113068	chr2	19868859	19885047	LINC00954	100	+	ENSG00000228784.9	16187	16188	0.9999382258463059	16188	16189
chr2	19902025	19902569	AC013400.1	100	+	lncRNA	AC013400.1	gencode	113080	chr2	19902024	19902569	AC013400.1	100	+	ENSG00000271991.1	544	545	0.998165137614679	545	546
chr2	19990209	20004795	AC079145.1	100	+	lncRNA	AC079145.1	gencode	113084	chr2	19990208	20004795	AC079145.1	100	+	ENSG00000227210.2	14586	14587	0.9999314458079112	14587	14588
chr2	20586248	20586686	AC012065.2	100	-	lncRNA	AC012065.2	gencode	113211	chr2	20586247	20586686	AC012065.3	100	-	ENSG00000269976.1	438	439	0.9977220956719818	439	440
chr2	20678254	20678932	AC012065.3	100	-	lncRNA	AC012065.3	gencode	113233	chr2	20678253	20678932	AC012065.4	100	-	ENSG00000270100.1	678	679	0.9985272459499264	679	680
chr2	23616499	23617987	AC011239.2	100	-	TEC	AC011239.2	gencode	113365	chr2	23616498	23617987	AC011239.2	100	-	ENSG00000279526.1	1488	1489	0.9993284083277367	1489	1490
chr2	24825610	24826717	AC012073.1	100	+	lncRNA	AC012073.1	gencode	113474	chr2	24825609	24826717	AC012073.1	100	+	ENSG00000271936.1	1107	1108	0.9990974729241877	1108	1109
chr2	24971390	25039716	DNAJC27-AS1	100	+	lncRNA	DNAJC27-AS1	gencode	113495	chr2	24971389	25039716	DNAJC27-AS1	100	+	ENSG00000224165.6	68326	68327	0.9999853644971973	68327	68328
chr2	25369136	25375845	ARNILA	100	-	lncRNA	ARNILA	gencode	113543	chr2	25369135	25375845	AC012074.1	100	-	ENSG00000235072.2	6709	6710	0.9998509687034277	6710	6711
chr2	27062428	27062907	AC013403.2	100	-	lncRNA	AC013403.2	gencode	113732	chr2	27062427	27062907	AC013403.2	100	-	ENSG00000272148.1	479	480	0.9979166666666667	480	481
chr2	27356246	27367622	AC074117.1	100	+	lncRNA	AC074117.1	gencode	113798	chr2	27356245	27367622	AC074117.1	100	+	ENSG00000234072.1	11376	11377	0.9999121033664411	11377	11378
chr2	28384409	28394672	FLJ31356	100	-	lncRNA	FLJ31356	gencode	113912	chr2	28384408	28394672	AC104695.2	100	-	ENSG00000229951.5	10263	10264	0.9999025720966485	10264	10265
chr2	28425945	28426719	AC104695.2	100	+	lncRNA	AC104695.2	gencode	113922	chr2	28425944	28426719	AC104695.3	100	+	ENSG00000270210.1	774	775	0.9987096774193548	775	776
chr2	28633282	28664540	AC074011.1	100	-	lncRNA	AC074011.1	gencode	113947	chr2	28633281	28664540	AC074011.1	100	-	ENSG00000230730.1	31258	31259	0.9999680092133466	31259	31260
chr2	30346623	30361010	LINC01936	100	+	lncRNA	LINC01936	gencode	114074	chr2	30346622	30361010	LINC01936	100	+	ENSG00000235997.3	14387	14388	0.9999304976369197	14388	14389
chr2	31852976	31853423	AL121652.1	100	-	lncRNA	AL121652.1	gencode	114177	chr2	31852975	31853423	AL121652.1	100	-	ENSG00000273165.1	447	448	0.9977678571428571	448	449
chr2	32165046	32165757	AL121658.1	100	-	lncRNA	AL121658.1	gencode	114195	chr2	32165045	32165757	AL121658.1	100	-	ENSG00000272716.1	711	712	0.9985955056179775	712	713
chr2	32321638	32323002	AL133245.1	100	+	lncRNA	AL133245.1	gencode	114214	chr2	32321637	32323002	AL133245.1	100	+	ENSG00000272754.1	1364	1365	0.9992673992673993	1365	1366
chr2	32521927	32523547	AL133243.2	100	+	lncRNA	AL133243.2	gencode	114231	chr2	32521926	32523547	AL133243.2	100	+	ENSG00000276334.1	1620	1621	0.999383096853794	1621	1622
chr2	32526504	32529507	AL133243.3	100	+	lncRNA	AL133243.3	gencode	114232	chr2	32526503	32529507	AL133243.3	100	+	ENSG00000276517.1	3003	3004	0.9996671105193076	3004	3005
